,ID,Título,Data de Publicação,Hora de Publicação,Descrição,Período de Referência,Fundos,Duração,Dimensão,Definição,Legendas,Conteúdo Licenciado,Licença de Uso,Tags,Privacidade,Canal,Visualizações,Likes,Favoritos,Comentários
126,P3VwvY7cuWA,Fundos Renda Fixa Kinea - Resumo Mensal ref. Junho.21,03/08/2021,22:28:37,"Balanço mensal do mês de Junho de 2021 dos fundos de Renda Fixa da Kinea.
Por Roberto Elaiuy, gestor dos fundos de Renda Fixa, e Fernanda Sortino, da área de relacionamento com investidores da Kinea.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre os fundos de renda fixa Kinea em:
Kinea RF Absoluto: https://www.kinea.com.br/fundos/fundo-renda-fixa-kinea-rf-absoluto/
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-rf-ativo/

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Junho/2021,Renda Fixa,04:03,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, renda, fixa, renda fixa, dinheiro, melhor, bolsa de valores, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, natalia, arcuri, poupe, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra",Público,Kinea Investimentos,43891,33,0,0
127,ETcL6YpvM3c,Fundos Multimercados Kinea - Resumo Mensal ref. Junho.21,03/08/2021,22:28:32,"Balanço mensal do mês de Junho de 2021 dos multimercados Kinea.
Por Marco Freire, sócio e gestor dos fundos líquidos e Ivan Simão, da área de relacionamento com investidores da Kinea.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...

Mais informações sobre os fundos multimercados Kinea em:
Kinea Atlas (II): https://www.kinea.com.br/fundos/fundo...
Kinea Chronos: https://www.kinea.com.br/fundos/fundo...
Kinea Apolo: https://www.kinea.com.br/fundos/fundo...
Kinea Arkhe: https://www.kinea.com.br/fundos/fundo...
Kinea Prev XTR: https://www.kinea.com.br/fundos/prev-...
Kinea Prev MM: https://www.kinea.com.br/fundos/prev/
Kinea Prev Apolo: https://www.kinea.com.br/fundos/fundo...

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Junho/2021,Multimercados,04:06,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, bolsa de valores, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, orama, toro, verde, natalia, arcuri, poupe, poupança, cdi, ipca, performance, real, dólar, rentabilidade, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, multimercados, multi, mercado, marco, junho",Público,Kinea Investimentos,64187,46,0,0
128,SNIIwhdEG0w,KFOF11 - Resumo Mensal do Kinea FOF FII ref. Junho.21,03/08/2021,22:28:25,"Balanço mensal do mês de Junho de 2021 do fundo Kinea Fundo de Fundos FII (KFOF11).

Por Lucas Simon, gestor do fundo e Luis Filipe de Callis, da área de Relacionamento com Investidores da Kinea.
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Fundo de Fundos FII (KFOF11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-fof-fii-kfof11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos 

Procure pelo podcast Kinea nas principais plataformas de podcast.",Junho/2021,KFOF11,02:40,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundos de investimentos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, render, grana, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, econômico, santander, itaú, bradesco, personallité, caixa, bb, banco do brasil, xp, orama, mercado, btg, kfof, fundo de fundos",Público,Kinea Investimentos,315,26,0,0
129,qRU5lNHpwCE,KNRI11 - Resumo Mensal do Kinea Renda ref. Junho.21,03/08/2021,22:28:20,"Balanço mensal do mês de Junho de 2021 do fundo Kinea Renda (KNRI11).
Por Alessandro estevam, gestor do fundo KNRI11 e Ivan Simão, relacionamento com investidores da Kinea.
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Renda (KNRI11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-renda-knri11/  
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Junho/2021,KNRI11,03:18,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, knri, knri11, fundo, fundos, fundos de investimentos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, grana, money, rentabilidade, performance, primo, infomoney, valor, economia, econômico, itaú, bradesco, personallité, caixa, banco do brasil, xp, orama, xp inc, mercado, btg, reforma, tributária, governo",Público,Kinea Investimentos,1398,186,0,0
130,Mm0oh2xLJqo,KDIF11 - Resumo Mensal do Kinea Infra ref. Junho.21,03/08/2021,22:28:13,"Balanço mensal do mês de Junho de 2021 do fundo Kinea Infra (KDIF11).
Por Aymar Almeida, sócio e gestor do fundo de Infraestrutura e Ivan Simão, relacionamento com investidores da Kinea.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre o fundo em:
Kinea Infra (KDIF11): https://www.kinea.com.br/fundos/infra-kdif11/ 

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Junho/2021,KDIF11,03:35,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundos de investimentos, fundo de investimentos, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, investimento, render, grana, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, econômico, santander, itaú, bradesco, personallité, caixa, bb, banco do brasil, xp, orama, xp inc, mercado, btg, kdif11, kdif, infra, infraestrutura, fundo de infra, kdif 11, fundos de infraestrutura",Público,Kinea Investimentos,865,57,0,0
131,VgPVYw2ZnX0,"Fundos de CRIs (KNCR11, KNIP11, KNHY11 e KNSC11) - Resumo Mensal ref. Junho.21",03/08/2021,22:28:07,"Balanço mensal do mês de Junho de 2021 dos fundos de CRIs (KNCR11, KNIP11, KNHY11 e KNSC11) da Kinea.
Por Flavio Cagno, sócio e gestor dos fundos de CRIs da Kinea, e Ivan Simão, RI dos fundos imobiliários da Kinea.
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre os fundos de CRI da Kinea em:
Kinea Rendimentos (KNCR11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-rendimentos-kncr11/
Kinea Índices de Preços (KNIP11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-indices-de-precos-knip11/
Kinea High Yield (KNHY11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-high-yield-knhy11/
Kinea Securities (KNSC11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-securities-knsc11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Junho/2021,"CRIs, KNCR11, KNIP11, KNHY11, KNSC11",04:16,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimento, investimentos, fundo, fundos, de, renda, imobiliária, fii, knri, knri11, KNCR11, KNIP11, knhy11, knsc11, cri, cris, fixa, renda fixa, rendimento, dinheiro, rentável, bom, melhor, bolsa, listado, investir, xp, xp inc, itaú, banco, bba, asset, verde, órama, orama, empiricus, economizar, economia, render, multiplicar, money, real, estate, private, equity, economias, rentabilidade, dividendos, pagamento, mensal, anual, semestral, fundo com, cota, cotistas, valor, oferta, reforma, tributária, governo, impostos",Público,Kinea Investimentos,1093,117,0,0
132,5_-NVcNEQNc,Fundos de Ações Kinea - Resumo Mensal ref. Junho 21,03/08/2021,22:28:00,"Balanço mensal do mês de Junho de 2021 dos fundos de ações da Kinea.
Por Rafael Oliveira, gestor dos fundos de ações, e Fernanda Sortino, da área de relacionamento com investidores da Kinea.
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre os fundos de ações da Kinea em:
Kinea Gama: https://www.kinea.com.br/fundos/fundo-acoes-gama/
Kinea Prev Ações: https://www.kinea.com.br/fundos/fundo-prev-acoes/
Kinea Prev Ações XP: https://www.kinea.com.br/fundos/fundo-prev-acoes-xp/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Junho/2021,Ações,04:43,2D,HD,False,False,YouTube,"ações, kinea, kinea investimentos, investimentos, ação, bolsa, valores, b3, fundo, fundos, moeda, valor, atlas, kinea atlas, kinea gama, gama, kinea prev, prev, multimercados, bolsa de valores, investimento, dinheiro, melhor, stock, options, macro, global, carteira, posições, posição, rendimento, grana, xp, btg, itaú, bradesco, santander, gerenciar, multiplicar, render, ganhar, mais, primo, rico, ficar, empiricus, recomendação, recomendada, toro, orama, verde, asset, gestora, gestor, selic, totvs, inflação, ipca, juros, cdi, meta, benchmark",Público,Kinea Investimentos,23289,27,0,0
133,5fRePhKMnyo,Fundos Renda Fixa Kinea - Resumo Mensal ref. Fev.21,30/06/2021,19:35:31,"Balanço mensal do mês de fevereiro de 2021 dos fundos de Renda Fixa da Kinea.
Por Marco Freire, sócio e gestor dos fundos líquidos da Kinea.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre os fundos de renda fixa Kinea em:
Kinea RF Absoluto: https://www.kinea.com.br/fundos/fundo-renda-fixa-kinea-rf-absoluto/
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-rf-ativo/

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br",Fevereiro/2021,Renda Fixa,04:05,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, renda, fixa, renda fixa, dinheiro, melhor, bolsa de valores, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, natalia, arcuri, poupe, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra",Público,Kinea Investimentos,173,13,0,0
134,3f0Vs3P02n0,KNRI11 - Resumo Mensal do Kinea Renda ref. Fevereiro 21,30/06/2021,19:35:25,"Balanço mensal do mês de fevereiro de 2021 do fundo Kinea Renda (KNRI11).
Por Carlos Martins, sócio e gestor de fundos imobiliários de equities da Kinea.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/​
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...​

Mais informações sobre o fundo em:
Kinea Renda (KNRI11): https://www.kinea.com.br/fundos/fundo...​ 

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​
relacionamento@kinea.com.br",Fevereiro/2021,KNRI11,02:31,2D,HD,False,False,YouTube,,Público,Kinea Investimentos,1340,197,0,0
135,RJH4jVRiefs,KEVE11 - Resumo Mensal do Kinea Even II ref. Fevereiro 21,30/06/2021,19:35:21,"Balanço mensal de Fevereiro de 2021 do fundo Kinea Even II (KEVE11).

Por Marcel Chalem, integrante da equipe de gestão do fundos imobiliários de equities da Kinea.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/​​
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...​

Mais informações sobre os FIIs de incorporação da Kinea em:
Kinea Even Permuta (KINP11): https://www.kinea.com.br/fundos/fundo...​
Kinea Even II (KEVE11): https://www.kinea.com.br/fundos/fundo...​
Kinea Real Estate II (KNRE11): https://www.kinea.com.br/fundos/fundo...​

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​​
relacionamento@kinea.com.br",Fevereiro/2021,KEVE11,03:23,2D,HD,False,False,YouTube,,Público,Kinea Investimentos,209,8,0,0
137,a64yTVrsdWM,KFOF11 - Resumo Mensal do Kinea FOF FII ref. Fevereiro 21,30/06/2021,19:35:12,"Balanço mensal do mês de fevereiro de 2021 do fundo Kinea Fundo de Fundos FII (KFOF11).
Por Lucas Simon, gestor do fundo.

Mais informações sobre os fundos Kinea em:
 https://www.kinea.com.br/​

Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kine...​

Mais informações sobre o fundo em:
Kinea Fundo de Fundos FII (KFOF11): https://www.kinea.com.br/fundos/fundo...​

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​
relacionamento@kinea.com.br",Fevereiro/2021,KFOF11,04:42,2D,HD,False,False,YouTube,,Público,Kinea Investimentos,297,21,0,0
138,-mDCBzRpt3Q,Fundos de Ações Kinea - Resumo Mensal ref. Fevereiro 21,30/06/2021,19:35:07,"Balanço mensal do mês de Fevereiro de 2021 dos fundos de ações da Kinea.
Por Rafael Oliveira, gestor dos fundos de ações da Kinea.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre os fundos de ações da Kinea em:
Kinea Gama: https://www.kinea.com.br/fundos/fundo-acoes-gama/
Kinea Prev Ações: https://www.kinea.com.br/fundos/fundo-prev-acoes/
Kinea Ações XP: https://www.kinea.com.br/fundos/fundo-prev-acoes-xp/


Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br",Fevereiro/2021,Ações,05:32,2D,HD,False,False,YouTube,"kinea, investimentos, investimento, fundo, fundos, ações, bolsa, ibovespa",Público,Kinea Investimentos,249,18,0,0
